校舎,ユーザー名,生徒,科目,ルートレベル,参考書名,所要時間,予定,達成済,達成割合
大阪校,osaka_admin,大阪校管理者_生徒1,英語,日大,大学入試はじめの英文読解ドリル,42.0,True,False,
大阪校,osaka_admin,大阪校管理者_生徒1,英語,日大,英語長文ハイパートレーニングレベル1,52.5,True,False,
大阪校,osaka_admin,大阪校管理者_生徒1,英語,日大,肘井学の読解のための英文法が面白いほどわかる本（必修編）,56.0,True,False,
大阪校,osaka_admin,大阪校管理者_生徒1,英語,日大,日大追加長文,52.5,True,False,
大阪校,osaka_admin,大阪校管理者_生徒1,英語,MARCH,英文解釈ポラリス1,42.0,True,False,
大阪校,osaka_admin,大阪校管理者_生徒1,英語,MARCH,関正生のThe Rules英語長文問題集 3,52.5,True,False,
大阪校,osaka_admin,大阪校管理者_生徒1,英語,MARCH,英語長文ポラリス 2,52.5,True,False,
大阪校,osaka_admin,大阪校管理者_生徒1,英語,MARCH,国公立標準問題集CanPass 英語,52.5,True,False,
大阪校,osaka_admin,大阪校管理者_生徒1,英語,MARCH,大学入試英語長文プラス記述式トレーニング問題集,52.5,True,False,
大阪校,osaka_admin,大阪校管理者_生徒1,英語,MARCH,大学入試英語長文プラス速読トレーニング問題集,52.5,True,False,
大阪校,osaka_admin,大阪校管理者_生徒1,英語,MARCH,『英作文ハイパートレーニング和文英訳編』,63.0,True,False,
大阪校,osaka_admin,大阪校管理者_生徒1,英語,MARCH,『英作文ハイパートレーニング自由英作文編PLUS』,56.0,True,False,
大阪校,osaka_admin,大阪校管理者_生徒1,英語,MARCH,『基礎英作文問題精講』,56.0,True,False,
大阪校,osaka_admin,大阪校管理者_生徒1,英語,MARCH,『改訂第２版 １カ月で攻略！ 大学入学共通テスト英語リーディング』,14.0,True,False,
大阪校,osaka_admin,大阪校管理者_生徒1,英語,MARCH,MARCH追加長文,52.5,True,False,
大阪校,osaka_admin,大阪校管理者_生徒1,英語,早慶,速読英単語上級編,157.5,True,False,
大阪校,osaka_admin,大阪校管理者_生徒1,英語,早慶,出る順で最短合格！英検準1級単熟語Ex,210.0,True,False,
大阪校,osaka_admin,大阪校管理者_生徒1,英語,早慶,大学入試英単語SPARTA3,105.0,True,False,
大阪校,osaka_admin,大阪校管理者_生徒1,英語,早慶,英文解釈ポラリス2,42.0,True,False,
大阪校,osaka_admin,大阪校管理者_生徒1,英語,早慶,関正生のThe Rules英語長文問題集 4,52.5,True,False,
大阪校,osaka_admin,大阪校管理者_生徒1,英語,早慶,英語長文ポラリス3発展レベル,52.5,True,False,
大阪校,osaka_admin,大阪校管理者_生徒1,英語,早慶,『世界一わかりやすい 早稲田の英語 合格講座』『世界一わかりやすい 慶應の英語合格講座』,42.0,True,False,
大阪校,osaka_admin,大阪校管理者_生徒1,英語,早慶,ポレポレ英文読解プロセス50,42.0,True,False,
大阪校,osaka_admin,大阪校管理者_生徒1,英語,早慶,東大英単語熟語鉄壁,315.0,True,False,
大阪校,osaka_admin,大阪校管理者_生徒1,英語,早慶,早慶追加長文,52.5,True,False,
大阪校,osaka_admin,大阪校管理者_生徒1,国語,日大,ゼロから覚醒はじめよう現代文,10.5,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,国語,日大,新・現代文レベル別問題集 1 超基礎編,15.75,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,国語,日大,船口のゼロから読み解く 最強の現代文,15.75,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,国語,日大,入試現代文へのアクセス 基本編,21.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,国語,日大,新・現代文レベル別問題集 2 初級編,15.75,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,国語,日大,現代文キーワード読解,78.75,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,国語,日大,入試漢字マスター1800+ (～読みB１）,52.5,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,国語,日大,新・現代文レベル別問題集3 標準編,21.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,国語,日大,読んで見て覚える 古文単語315,49.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,国語,日大,新・ゴロゴ古文単語,49.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,国語,日大,古文単語330 (いいずな書店),49.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,国語,日大,富井の古典文法を はじめからていねいに,28.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,国語,日大,ステップアップノート30 古典文法基礎ドリル,52.5,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,国語,日大,やさしくわかりやすい 古典文法,52.5,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,国語,日大,富井の古文読解をはじめからていねいに,21.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,国語,日大,古文レベル別問題集2 初級編,21.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,国語,日大,古文上達 基礎編 読解と演習45,52.5,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,国語,日大,古文レベル別問題集4 中級編,15.75,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,国語,日大,漢文早覚え速答法,52.5,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,国語,日大,ステップアップノート10 漢文句形ドリルと演習,17.5,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,国語,日大,マーク式基礎問題集 漢文,21.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,国語,日大,岡本のたった3時間で漢文句法,14.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,国語,MARCH,現代文読解力の開発講座,43.75,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,国語,MARCH,船口の最強の現代文記述 トレーニング,21.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,国語,MARCH,新・現代文レベル別問題集4 中級編,26.25,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,国語,MARCH,入試漢字マスター1800+(四字熟語A１～）,47.25,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,国語,MARCH,古文レベル別問題集5 上級編,28.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,国語,MARCH,読み解き古文単語,42.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,国語,MARCH,共通・センター過去問,14.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,国語,早慶,新版 現代文 読解の基礎講義,15.75,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,国語,早慶,新・現代文レベル別問題集5 上級編,26.25,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,国語,早慶,世界一わかりやすい 早稲田の国語 合格講座,14.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,国語,早慶,早稲田の国語(現代文),31.5,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,国語,早慶,早稲田の国語(古文),28.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,国語,早慶,改訂版 世界一わかりやすい 早稲田の国語 合格講座,10.5,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,国語,早慶,早稲田の国語(漢文),10.5,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,国語,基礎徹底,こわくない国語 文章の読解,28.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,国語,基礎徹底,できた!中3国語 読解 (中学基礎がため100%),28.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,国語,基礎徹底,中学国語力を伸ばす語彙 1700,45.5,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,政治経済,日大,大学入学共通テスト政治・経済　集中講義,56.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,政治経済,日大,大学入学共通テストへの道　政治・経済,42.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,政治経済,日大,蔭山の共通テスト　政治・経済（問題集と併用）,49.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,政治経済,MARCH,私大攻略の政治・経済　要点整理と問題演習,56.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,政治経済,MARCH,政治・経済　計算＆論述特訓　問題集,126.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,政治経済,MARCH,大学入試　蔭山克秀の政治・経済が面白いほどわかる本（問題集と併用）,77.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,政治経済,早慶,政治・経済　標準問題精講,126.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,世界史,日大,大学入試　茂木誠の世界史探求が面白いほどわかる本,112.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,世界史,日大,ストーリーでわかる世界史探求[古代・中世・近世]、[近代・現代],112.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,世界史,日大,時代と流れで覚える！世界史用語,168.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,世界史,日大,世界史　基礎問題精講,140.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,世界史,MARCH,大学入試　茂木誠の世界史探求が面白いほどわかる本,140.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,世界史,MARCH,ストーリーでわかる世界史探求[古代・中世・近世]、[近代・現代],140.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,世界史,MARCH,斎藤の世界史一問一答　探求対応版　★★★、★★のみ,112.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,世界史,MARCH,東進　世界史一問一答　完全版　★★★、★★のみ,112.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,世界史,MARCH,世界史用語マルチトレーニング,140.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,世界史,MARCH,HISTORIA 世界史精選問題集,84.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,世界史,早慶,大学入試　茂木誠の世界史探求が面白いほどわかる本,98.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,世界史,早慶,ストーリーでわかる世界史探求[古代・中世・近世]、[近代・現代],98.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,世界史,早慶,斎藤の世界史一問一答　探求対応版(★1まで),42.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,世界史,早慶,東進　世界史一問一答　完全版(★0まで),42.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,世界史,早慶,早稲田大学入試対策用　世界史問題集,0.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,世界史,早慶,慶応義塾大学入試対策用　世界史問題集,0.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,世界史,基礎徹底,伊藤のたった10時間で世界史探求古代～近世/近代～現代＋文化史,0.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,世界史,基礎徹底,小学生でもわかる世界史,0.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,日本史,日大,金谷の日本史「なぜ」と「流れ」がわかる本,98.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,日本史,日大,時代と流れで覚える！日本史用語,147.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,日本史,日大,日本史 基礎問題精講,105.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,日本史,MARCH,詳説日本史,196.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,日本史,MARCH,.日本史探究 授業の実況中継①～④,196.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,日本史,MARCH,日本史一問一答　（完全版★★★、★★のみ）,157.5,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,日本史,MARCH,日本史用語2レベル定着 トレーニング,196.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,日本史,MARCH,実力をつける日本史100題,105.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,日本史,早慶,日本史一問一答 完全版 ★、★なしのみ,84.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,日本史,早慶,日本史史料問題一問一答　完全版,42.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,日本史,早慶,早稲田大学入試対策用　日本史問題集,84.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,日本史,早慶,慶応義塾大学入試対策用　日本史問題集,84.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,数学,日大,数学Ⅰ・A 入門問題精講,87.5,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,数学,日大,数学Ⅰ・A 基礎問題精講,105.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,数学,日大,数学Ⅱ・B 入門問題精講,70.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,数学,日大,坂田アキラのベクトルが面白いほどわかる本,35.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,数学,日大,数学Ⅱ・B＋ベクトル 基礎問題精講,105.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,数学,日大,大学入試数学 落とせない必須 101題 スタンダードレベル,70.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,数学,日大,ドラゴン桜式 数学力ドリル 数学1・A,24.5,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,数学,日大,ドラゴン桜式 数学力ドリル 数学2・B・C,38.5,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,数学,MARCH,数学Ⅲ 入門問題精講,87.5,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,数学,MARCH,数学Ⅲ 基礎問題精講,70.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,数学,MARCH,ドラゴン桜式 数学力ドリル 数学3,24.5,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,数学,早慶,文系の数学 重要事項完全習得編,126.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,数学,早慶,文系の数学 実践力向上編,126.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,数学,早慶,数学の良問問題集 [数学Ⅰ+A+Ⅱ+B+Ⅲ],252.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,数学,基礎徹底,やさしい中学数学,42.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,数学,基礎徹底,やさしい高校数学(数学Ⅰ・Ａ),105.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,数学,基礎徹底,高校これでわかる問題集 数学Ⅰ+A(入試問題除く),105.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,数学,基礎徹底,やさしい高校数学(数学Ⅱ・Ｂ),147.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,数学,基礎徹底,高校これでわかる問題集 数学Ⅱ+B(入試問題除く),147.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,数学,基礎徹底,やさしい高校数学(数学Ⅲ・C),168.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,物理,日大,高校これでわかる基礎問題集　物理基礎,56.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,物理,日大,高校これでわかる基礎問題集　物理,98.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,物理,日大,物理(物理基礎・物理) 入門問題精講,98.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,物理,日大,全レベル問題集 物理 2 共通テストレベル,112.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,物理,MARCH,良問の風 物理,112.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,物理,MARCH,物理の質問91,126.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,物理,早慶,名問の森 物理 力学・熱・波動Ⅰ,84.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,物理,早慶,名問の森 物理 波動Ⅱ・電磁気・原子,84.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,物理,基礎徹底,高校とってもやさしい物理基礎,56.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,物理,基礎徹底,これでわかる物理基礎(入試問題除く),56.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,物理,基礎徹底,高校とってもやさしい物理,98.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,物理,基礎徹底,これでわかる物理(入試問題除く),98.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,物理,基礎徹底,秘伝の物理問題集 難易度1-3,84.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,物理,基礎徹底,ゴールデンルート基礎編,42.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,物理,基礎徹底,秘伝の物理問題集 難易度4-5,154.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,化学,日大,リードLightノート 化学基礎,35.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,化学,日大,リードLightノート 化学,70.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,化学,日大,化学［化学基礎・化学］基礎問題精講,28.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,化学,日大,全レベル問題集 化学 2 共通テストレベル,56.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,化学,日大,橋爪のゼロから劇的にわかる理論化学の授業　改訂版,56.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,化学,日大,橋爪のゼロから劇的にわかる無機・有機化学の授業　改訂版,84.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,化学,日大,宇宙一覚えやすい 化学反応式ハンドブック,63.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,化学,日大,視覚でとらえる フォトサイエンス 化学図録,0.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,化学,MARCH,化学 重要問題集 化学基礎・化学　A問題,140.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,化学,MARCH,大学入試 最重要知識スピードチェック,42.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,化学,MARCH,改訂版 ここで差がつく 有機化合物の構造決定 問題の要点・演習,28.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,化学,MARCH,化学頻出！スタンダード問題 230選,0.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,化学,MARCH,鎌田の理論化学の講義,35.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,化学,MARCH,福間の無機化学の講義,35.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,化学,MARCH,鎌田の有機化学の講義,35.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,化学,早慶,化学 重要問題集 化学基礎・化学　B問題,84.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,化学,早慶,化学の新研究,0.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,化学,早慶,化学の新演習,0.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,化学,早慶,化学 標準問題精講,35.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,化学,基礎徹底,高校これでわかる基礎問題集 化学基礎,14.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,化学,基礎徹底,高校これでわかる基礎問題集 化学,35.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,化学,基礎徹底,化学［化学基礎・化学］入門問題精講,42.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,化学,基礎徹底,宇宙一わかりやすい高校化学 理論化学(別冊問題集),42.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,化学,基礎徹底,宇宙一わかりやすい高校化学 無機化学(別冊問題集),28.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,化学,基礎徹底,宇宙一わかりやすい高校化学 有機化学(別冊問題集),42.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,化学,基礎徹底,高校とってもやさしい化学基礎,35.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,化学,基礎徹底,高校とってもやさしい化学,70.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,化学,基礎徹底,二見太郎の早わかり化学,0.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,生物,日大,(旧課程)生物合格　77講,140.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,生物,日大,リードLightノート 生物基礎,35.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,生物,日大,リードLightノート 生物,63.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,生物,日大,(旧課程)生物問題集　合格177問　(★3のみ),63.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,生物,日大,生物基礎の必修整理ノート,35.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,生物,日大,生物の必修整理ノート,70.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,生物,MARCH,"(旧課程)生物問題集　合格177問　(★2,1)",42.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,生物,MARCH,生物[生物基礎・生物]　基礎問題精講,0.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,生物,早慶,(旧課程)生物問題集 合格100問　【定番難問編】,126.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,生物,早慶,難関校過去問シリーズ,0.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,生物,早慶,大森徹の最強講義117講 生物　生物基礎・生物,0.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,生物,基礎徹底,山川善輝の生物基礎が面白いほどわかる本,35.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,生物,基礎徹底,山川善輝の生物が面白いほどわかる本,70.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,生物,基礎徹底,(旧課程)大学入学共通テスト 生物基礎の点数が面白いほどとれる本,35.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,生物,基礎徹底,(旧課程)大学入学共通テスト 生物の点数が面白いほどとれる本,70.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,生物,基礎徹底,高校これでわかる基礎問題集 生物基礎,28.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,生物,基礎徹底,高校これでわかる基礎問題集 生物,42.0,False,False,
大阪校,osaka_admin,大阪校管理者_生徒1,生物,基礎徹底,生物［生物基礎・生物］入門問題精講,49.0,False,False,
大阪校,osaka_admin,osaka_test_student,英語,日大,中学版システム英単語,94.5,True,True,
大阪校,osaka_admin,osaka_test_student,英語,日大,英単語ターゲット1200 改訂版,168.0,False,True,
大阪校,osaka_admin,osaka_test_student,英語,日大,システム英単語basic,168.0,True,True,
大阪校,osaka_admin,osaka_test_student,英語,日大,中学英語をもう一度ひとつひとつわかりやすく。,56.0,False,False,
大阪校,osaka_admin,osaka_test_student,英語,日大,大岩のいちばんはじめの英文法超基礎文法編,31.5,True,False,
大阪校,osaka_admin,osaka_test_student,英語,日大,高校基礎英文法パターンドリル,42.0,True,False,
大阪校,osaka_admin,osaka_test_student,英語,日大,高校英文読解をひとつひとつわかりやすく。,56.0,True,False,
大阪校,osaka_admin,osaka_test_student,英語,日大,英文法ポラリス1,70.0,True,False,
大阪校,osaka_admin,osaka_test_student,英語,日大,システム英単語,210.0,True,False,
大阪校,osaka_admin,osaka_test_student,英語,日大,英単語ターゲット1900,210.0,True,False,
大阪校,osaka_admin,osaka_test_student,英語,日大,必携英単語LEAP,210.0,True,False,
大阪校,osaka_admin,osaka_test_student,英語,日大,速読英熟語,147.0,True,False,
大阪校,osaka_admin,osaka_test_student,英語,日大,英熟語ターゲット1000,147.0,True,False,
大阪校,osaka_admin,osaka_test_student,英語,日大,Vintage,196.0,True,False,
大阪校,osaka_admin,osaka_test_student,英語,日大,動画でわかる英文法[読解入門編],56.0,True,False,
大阪校,osaka_admin,osaka_test_student,英語,日大,入門英文問題精講,84.0,True,False,
大阪校,osaka_admin,osaka_test_student,英語,日大,関正生のThe Rules英語長文問題集 1,52.5,True,False,
大阪校,osaka_admin,osaka_test_student,英語,日大,関正生のThe Rules英語長文問題集 2,52.5,True,False,
大阪校,osaka_admin,osaka_test_student,英語,日大,英語長文ポラリス 1,52.5,True,False,
大阪校,osaka_admin,osaka_test_student,英語,日大,英文法ファイナル演習ポラリス1,42.0,True,False,
大阪校,osaka_admin,osaka_test_student,英語,日大,大学入試はじめの英文読解ドリル,42.0,True,False,
大阪校,osaka_admin,osaka_test_student,英語,日大,英語長文ハイパートレーニングレベル1,52.5,True,False,
大阪校,osaka_admin,osaka_test_student,英語,日大,肘井学の読解のための英文法が面白いほどわかる本（必修編）,56.0,True,False,
大阪校,osaka_admin,osaka_test_student,英語,日大,日大追加長文,52.5,True,False,
大阪校,osaka_admin,osaka_test_student,英語,MARCH,英文解釈ポラリス1,42.0,True,False,
大阪校,osaka_admin,osaka_test_student,英語,MARCH,関正生のThe Rules英語長文問題集 3,52.5,True,False,
大阪校,osaka_admin,osaka_test_student,英語,MARCH,英語長文ポラリス 2,52.5,True,False,
大阪校,osaka_admin,osaka_test_student,英語,MARCH,国公立標準問題集CanPass 英語,52.5,True,False,
大阪校,osaka_admin,osaka_test_student,英語,MARCH,大学入試英語長文プラス記述式トレーニング問題集,52.5,True,False,
大阪校,osaka_admin,osaka_test_student,英語,MARCH,大学入試英語長文プラス速読トレーニング問題集,52.5,True,False,
大阪校,osaka_admin,osaka_test_student,英語,MARCH,『英作文ハイパートレーニング和文英訳編』,63.0,True,False,
大阪校,osaka_admin,osaka_test_student,英語,MARCH,『英作文ハイパートレーニング自由英作文編PLUS』,56.0,True,False,
大阪校,osaka_admin,osaka_test_student,英語,MARCH,『基礎英作文問題精講』,56.0,True,False,
大阪校,osaka_admin,osaka_test_student,英語,MARCH,『改訂第２版 １カ月で攻略！ 大学入学共通テスト英語リーディング』,14.0,True,False,
大阪校,osaka_admin,osaka_test_student,英語,MARCH,MARCH追加長文,52.5,True,False,
大阪校,osaka_admin,osaka_test_student,英語,早慶,速読英単語上級編,157.5,True,False,
大阪校,osaka_admin,osaka_test_student,英語,早慶,出る順で最短合格！英検準1級単熟語Ex,210.0,True,False,
大阪校,osaka_admin,osaka_test_student,英語,早慶,大学入試英単語SPARTA3,105.0,True,False,
大阪校,osaka_admin,osaka_test_student,英語,早慶,英文解釈ポラリス2,42.0,True,False,
大阪校,osaka_admin,osaka_test_student,英語,早慶,関正生のThe Rules英語長文問題集 4,52.5,True,False,
大阪校,osaka_admin,osaka_test_student,英語,早慶,英語長文ポラリス3発展レベル,52.5,True,False,
大阪校,osaka_admin,osaka_test_student,英語,早慶,『世界一わかりやすい 早稲田の英語 合格講座』『世界一わかりやすい 慶應の英語合格講座』,42.0,True,False,
大阪校,osaka_admin,osaka_test_student,英語,早慶,ポレポレ英文読解プロセス50,42.0,True,False,
大阪校,osaka_admin,osaka_test_student,英語,早慶,東大英単語熟語鉄壁,315.0,True,False,
大阪校,osaka_admin,osaka_test_student,英語,早慶,早慶追加長文,52.5,True,False,
大阪校,osaka_admin,osaka_test_student,国語,日大,ゼロから覚醒はじめよう現代文,10.5,False,False,
大阪校,osaka_admin,osaka_test_student,国語,日大,新・現代文レベル別問題集 1 超基礎編,15.75,False,False,
大阪校,osaka_admin,osaka_test_student,国語,日大,船口のゼロから読み解く 最強の現代文,15.75,False,False,
大阪校,osaka_admin,osaka_test_student,国語,日大,入試現代文へのアクセス 基本編,21.0,False,False,
大阪校,osaka_admin,osaka_test_student,国語,日大,新・現代文レベル別問題集 2 初級編,15.75,False,False,
大阪校,osaka_admin,osaka_test_student,国語,日大,現代文キーワード読解,78.75,False,False,
大阪校,osaka_admin,osaka_test_student,国語,日大,入試漢字マスター1800+ (～読みB１）,52.5,False,False,
大阪校,osaka_admin,osaka_test_student,国語,日大,新・現代文レベル別問題集3 標準編,21.0,False,False,
大阪校,osaka_admin,osaka_test_student,国語,日大,読んで見て覚える 古文単語315,49.0,False,False,
大阪校,osaka_admin,osaka_test_student,国語,日大,新・ゴロゴ古文単語,49.0,False,False,
大阪校,osaka_admin,osaka_test_student,国語,日大,古文単語330 (いいずな書店),49.0,False,False,
